Template Content,Template Category
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - RT Nagar
📍 Address: Shop no 1, GR FL, Old khata no 98-103-17 Main Rd, KHM Block, RT Nagar, Ganga Nagar, Giddappa block, Bangalore, Karnataka - 560032
📞 Contact: 8655696469
🗺 Google Maps: https:maps.app.goo.glDV3LWWiJir3xyYJYA
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Requested Store Information Hi {{1}}, As per your request here are the store details
Store Information Update
Store Name: The Sleep Company – RT Nagar
🏠Address: Shop no 1, GR FL, Old khata no 98-103-17 Main Rd, KHM Block, RT Nagar, Ganga Nagar, Giddappa block, Bangalore, Karnataka - 560032
☎️Contact: 8655696469
📍Google Maps: https:maps.app.goo.glDV3LWWiJir3xyYJYA
⏱️Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - R City
📍 Address: Unit S62, 2nd Floor, R City, near, Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086
📞 Contact: 077385 20286
🗺 Google Maps: https:maps.google.commaps?cid=2446458805707054246
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.cokgspVDvbjc
Let us know if you need anything else.",Utility
"🤩Salary is here, and so is our Sale💃🏻
What're you waiting for?🤔
Bring home our SmartGRID Mattress!🛏️
😍Enjoy the Biggest Salary Day Sale Offer! Get up to 40% off on SmartGRID Mattress.",Marketing
"🏃🏻Early Birds Take SALARY DAY OFFERS! 🤩Get ready to Steal the Best Deals on SmartGRID Mattress
🤷🏻To Buy or Not to Buy - that’s the confusion?
🛌What’s SmartGRID Mattress?
✔️Designed with Patented SmartGRID Technology
✔️SmartGRID offers the right mix of support & cushioning
✔️More breathable, responsive support
✔️Instant no-pressure support
✔️ 2500+ Air channels keep you comfortably cool
What’s more? Save up to 40% off on SmartGRID Mattress ⌛ Hurry! Offer Valid from 1st - 5th August",Marketing
"Still, Struggling for GOOD SLEEP? 😟
Save on Your Good Sleep 😴 with these exciting Salary Day Sale Offers! 🥳 😍Get up to 40% OFF on SmartGRID MATTRESS🛌!",Marketing
"💸It's a Salary Day!
😇Invest in great Sleep with SmartGRID Mattress!
Save up to 40% off on SmartGRID Mattress 🛌Why Choose SmartGRID Mattress?
✅Designed with Patented SmartGRID Technology which gives you Softness & Firmness simultaneously.
✅2500+ Air channels which keep you Comfortably Cool.
✅Adaptive Technology to give you 8+hrs of undisturbed sleep.
⌛ Hurry! Offer Valid from 1st - 5th September.",Marketing
"💸It's a Salary Day!
😇Invest in great Sleep with SmartGRID Mattress!
Save up to 40% off on SmartGRID Mattress 🛌Why Choose SmartGRID Mattress?
✅Designed with Patented SmartGRID Technology which gives you Softness & Firmness simultaneously.
✅2500+ Air channels which keep you Comfortably Cool.
✅Adaptive Technology to give you 8+hrs of undisturbed sleep.
⌛ Hurry! Offer Valid from 1st - 5th September.
Buy Online or Visit Our Sleep Company Store now!
https:bit.ly3qjdgCF",Marketing
"Why shop piece by piece, when comfort comes complete? ✨ {{1}}
All the essentials for peaceful sleep - mattress, pillow & protectorcomforter-now bundled together. 😍
🎉Up to 40% OFF + 💳 Extra 5% OFF with Bank Offers.
🛍️ Shop Bundles",Marketing
"""😇Dear Smart Sleeper!
Time is running out! Only 06 hours left. Hurry up now and grab special Eid Sale offers on India’s first & only SmartGRID mattress.""",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Salt Lake
📍 Address: Ground Floor, Kwality More, BE 91, Sector 1, Bidhannagar, Kolkata, West Bengal 700064
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=8946231509654447100
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCfwjXKsoZid8EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCb0uX4mhXZAZEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Sangmeshwar Nagar
📍 Address: Plot no 78, CTS no 1711, Ground floor, Sangameshwar Nagar, Belagavi, Karnataka - 590010
📞 Contact: +91 86554 74152
🗺 Google Maps: https:maps.app.goo.glHBYrTkEd3BXUpJeR7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Sarath City Mall
📍 Address: 2F-022, 2nd floor, Sarath City Capital Mall, Gachibowli-Miyapur Road, Whitefield, HITECH City, Kondapur, Telangana – 500084.
📞 Contact: 9136676417
🗺 Google Maps: https:maps.app.goo.glNefFYha6gsA3PrCBA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCZEIYKr2yo3SEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Sarjapura Road
📍 Address: 651A, Above McDonald's 1st floor, Sarjapura Road , Kaikondrahalli, Bangalore - 560035.
📞 Contact: 9136174051
🗺 Google Maps: https:maps.app.goo.glytvfGQDi4d6H3eZY9
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCSYV5I-d9gB3EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - 80ft Road Anna Nagar
📍 Address: 335 S, Ground Floor, 80 Feet Road, Sathuragiri Illam, Anna Nagar, Madurai, Tamil Nadu - 625020
📞 Contact: 9987761593
🗺 Google Maps: https:maps.app.goo.glFNG1qtTXtznPt88f8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Satra Plaza Vashi
📍 Address: Shop No. G16, GR Floor, Satra Plaza, Palm Beach Rd, Phase 2, Sector 19D, Vashi, Navi Mumbai, Maharashtra 400705
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glWdqARQZYRgB9Aq5Z7
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.cokgs9rNrfQV
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCeHrXuSPwMEiEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Noida
📍 Address: No J 51 & 52, Maharaja Agrasen Marg, J Block, Pocket J, Sector 18, Noida, Uttar Pradesh 201301
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=12491123233873995893
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Sector 29
📍 Address: 1st Floor, Downtown Sector 29, Main St, Sector 29, Gurugram, Haryana 122009
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.glkrZHUajNe4RVbfm89
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Sector 50
📍 Address: Central 50, Unit No - FF 6 & 7, 1st Flr, Aditya Central, Sector 50, Gautam Buddha Nagar, Noida, Uttar Pradesh - 201303
📞 Contact: 8976803864
🗺 Google Maps: https:maps.app.goo.glKtjJUh7EFMZ19jN79
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.google3Yl2lTJt8BbTRPAGP
Let us know if you need anything else.",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCZwvxZXndPLsEBMreview
Let us know if you need anything else.",Utility
"Hi Customer,
As requested, please find the attached user flow image for your reference.
This message is sent in response to your request. For further assistance, you may reach out via the existing support channel.",Utility
"Hi {{1}},
As requested, please find the attached document containing the product information you asked for. Let us know if anything needs clarification.",Utility
"🎊 Happy 1 Year of Smart Sleeping 🎊
🤩 WOW! It's already been a YEAR since you started your Smart Sleep Journey.
We hope you are snoozing 💤well on your SmartGRID mattress Today we're celebrating YOU 💙 You’re the best we’ve ever had. Here's a treat to say a big thank you for sharing a very special year with us!
Enjoy a special offer of 7% off on all the Products! 👉Use Coupon Code: ANNI7 to avail of the offer.
Here's to many more years of Comfort & togetherness. Cheers! 🥳",Marketing
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Srilingampally
📍 Address: Bldg No. 698, G Tower, Near Gulmohar Park, Gulmohar Park Colony, Nallagandla, Serilingampalle (M), Hyderabad, Telangana 500019.
📞 Contact: 9136146268
🗺 Google Maps: https:maps.app.goo.glTwYmWyMaaQW2GQUNA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCefC4PVKfpGuEBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Nexus Shantiniketan Mall
📍 Address: 2nd floor, Nexus Shantiniketan Mall, Whitefield Main Rd, Thigalarapalya, Krishnarajapuram, Bengaluru, Karnataka - 560067.
📞 Contact: 8433919536
🗺 Google Maps: https:maps.app.goo.gl95EfdH7Mv3sN7d5S8
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.cokgs3wYwLDR
Let us know if you need anything else.",Utility
"Hey, {{1}}
Comfort is Coming Home. Your Sleep Company Product with order {{2}} has been dispatched. Track your shipment {{3}}
If you have any queries please call us on 9811981911 or visit {{4}}
Happy & Healthy Sleep.",Utility
"Hey, {{1}}
Comfort is Coming Home. Your Sleep Company Product with order {{2}} has been dispatched. Track your shipment {{3}}
If you have any queries please call us on 9811981911 or visit {{4}}
Happy & Healthy Sleep.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Sindhu Bhavan
📍 Address: Sindhu Bhavan Marg, Unit 02, Ground Floor, Silver Radiance, Near Pakvan Cross Road, Bodakdev, Ahmedabad, Gujarat 380054
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.google.commaps?cid=18364274121196615316
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:g.pagerCZS20t8DAtv-EBMreview
Let us know if you need anything else.",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Prozone Mall Coimbatore
📍 Address: Prozone Mall, F9 & F10, First Fl, Old Sivanandha Mills, Sivanandhapuram, Sathy Rd, Coimbatore, Tamilnadu - 641035
📞 Contact: 073044 17550
🗺 Google Maps: https:maps.app.goo.gleMCMoXpTYYLeEsadA
🕒 Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, thanks for your enquiry. As requested, here are the store details near you:
🏬 Store: The Sleep Company Experience Store - Prozone Mall Coimbatore
📍 Address: First Fl, PROZONE MALL, Old Sivanandha Mills, F9 & F10, Sathy Rd, Saravanampatti, Sivanandhapuram, Coimbatore, Tamil Nadu 641035
📞 Contact: +91 9136924857
🗺 Google Maps: https:maps.app.goo.gleMCMoXpTYYLeEsadA
🕒 Timings: 11:00 AM – 9:00 PM",Marketing
"Requested Store Information Hi {{1}}, As per your request here are the store details
Store Information Update
Store Name: The Sleep Company – Sky City Mall
🏠Address: LG-29A, Lower Ground Fl, Sky City Mall, Devipada, Khande Rao Dongari, Borivali East, Mumbai, Maharashtra - 400066
☎️Contact: 8976803878
📍Google Maps: https:maps.app.goo.glwrLecUtCj1wWRorR8
⏱️Timings: 11:00 AM – 9:00 PM",Utility
"Hi {{1}}, As requested, here’s the feedback from our store visitors: 🔗 https:share.googleHPN5dsxjfz5fcAIMW
Let us know if you need anything else.",Marketing
"Hi Smart Sleeper!
Tick Tock Tick Tock. Hurry up! The last few hours are left for Smart Sleep Days to end. Grab the BEST deals now Up to 40% OFF SmartGRID Mattress.",Marketing
"Still, thinking of SAVINGS?
🤔Don’t just think…
Our Smart customers have already taken advantage of our Biggest Sale offer.
And bought India's first and only SmartGRID product. What are you waiting for❓
😍Get up to 45% Off on SmartGRID Products.",Marketing
"Hello, Thank you for reaching out to us 💙
The Sleep Company Luxe Mattress (⭐4.95)
Tailored Comfort That Balances Softness and Support😊
What you get:
✅ India’s 1st & Only SmartGRID Technology
✅ Soft, Yet Balanced Body Comfort
For more details, visit https:thesleepcompany.inproductssmart-luxe-mattress?variant=48044317343973",Marketing
"🌙 Smart Luxe Pro SnowTec Mattress 🌙
Sleep 4°-6° cooler with SnowTec Cooling Tech + 100% Natural Latex + SmartGRID® – perfect for hot sleepers!
✨ Benefits:
✅ Patented SmartGRID® – Adaptive support & pressure relief
✅ GOLS Certified Latex – Plush, breathable & eco-friendly
✅ 2500+ Air Channels – Sweat-free nights
✅ LuxioTec Layer – Snuggly soft comfort
🎁 Offers: Flat ₹2000 OFF (GOLD) | ₹3500 OFF (PLATINUM) | Extra 5% via ICICI & UPI | No Cost EMI
🛍 Shop Now 👉https:thesleepcompany.inproductssmart-luxe-pro-snowtec-cooling-mattress",Marketing
"Hello, Thank you for reaching out to us 💙
The Sleep Company Ortho GRID Mattress (⭐4.95)
Designed to keep your back healthy in the long run 😊
What you get:
✅ India’s 1st & Only SmartGRID Technology
✅ Medium-Firm, Balanced Orthopedic Support
✅ Certified by Doctors at All India Health Association
For more details, visit https:thesleepcompany.inproductssmart-ortho-grid-mattress?variant=48044394184933",Marketing
"Block your Calendar 🗓️
Smart Sleep Sale is Live 🎉
Save up to 40% Off on SmartGRID Mattress 🛌
LEVEL UP your SLEEP with SmartGRID Mattress 👇🏻
✔️Designed with Patented SmartGRID Technology
✔️SmartGRID offers the right mix of support & cushioning
✔️More breathable, responsive support
✔️ 2500+ Air channels keep you comfortably cool
⏳️Hurry! Offer Valid from 11th - 15th September",Marketing
"Unlock 🔒 your Comfort with SmartGRID Mattress! 🛌
Big Savings are waiting for you! ⏳️
Save up to 40% on your favorite SmartGRID Mattress! Hurry 🏃 ORDER NOW!",Marketing
"Block your Calendar 🗓️
Smart Sleep Sale is Live 🎉
Save up to 40% Off on SmartGRID Mattress 🛌
LEVEL UP your SLEEP with SmartGRID Mattress 👇🏻
✔️Designed with Patented SmartGRID Technology
✔️SmartGRID offers the right mix of support & cushioning
✔️More breathable, responsive support
✔️ 2500+ Air channels keep you comfortably cool
⏳️Hurry! Offer Valid from 11th - 15th September
Buy Online or Visit Our Sleep Company Store now!
https:bit.ly3AOVxaH",Marketing
